document_id,title,document_type,department,region,version,status,effective_date,expiry_date,path,sha256,trap_tag,confidentiality
NRG-POL-GOLD-0024,Merchandising Policy — North Carolina #24,policy,Merchandising,North Carolina,1.0,approved,2026-01-25,,raw/2026/policies/024-policy-north-carolina.md,2b490f0d7dbc18a0646436283d894e71e993de32cbd88ad23da6626e5de17db7,,internal
NRG-SOP-GOLD-0025,Marketing Procedure — Illinois #25,procedure,Marketing,Illinois,1.0,approved,2026-02-26,,raw/2026/procedures/025-procedure-illinois.md,c6eb0a102f1e2c97df720f943df24804a292fd52e509d454a24bf684cd6037ec,,internal
NRG-RPT-GOLD-0026,Store Operations Report — Washington #26,report,Store Operations,Washington,1.0,approved,2026-03-27,,raw/2026/reports/026-report-washington.md,37a77a931d3a8b4cdec3012968e0f51c51b3b4ec78a94c8fbaa92ec61888f3f2,,internal
NRG-RBK-GOLD-0027,Compliance Runbook — Georgia #27,runbook,Compliance,Georgia,1.0,approved,2026-04-01,,raw/2026/runbooks/027-runbook-georgia.md,6116255fea6e32bab277ca0d0fc651910ffbe23ff80470a9cbbc1ab62cd6a087,,internal
NRG-MAN-GOLD-0028,Sales Manual — Arizona #28,manual,Sales,Arizona,1.0,approved,2026-05-02,,raw/2026/manuals/028-manual-arizona.md,3bf7a08aae6d3cd706de806726565205d76921c4253035f98c5a70ebfba7cc6b,,internal
NRG-ANN-GOLD-0029,Supply Chain Store Announcement — Colorado #29,store_announcement,Supply Chain,Colorado,1.0,approved,2026-06-03,,raw/2026/announcements/029-store_announcement-colorado.md,4bd1dc7d3f340d6a8b2c46e8b77e4ec0c727624b570a81569ecda27152364fa4,,internal
NRG-POL-GOLD-0030,Procurement Policy — California #30,policy,Procurement,California,1.0,approved,2026-01-04,,raw/2026/policies/030-policy-california.md,ec40152c357d67a6cb73db0e4ed488f253aab8860a1b4db283790182d392ab25,,internal
NRG-SOP-GOLD-0031,Finance Procedure — Texas #31,procedure,Finance,Texas,1.0,approved,2026-02-05,,raw/2026/procedures/031-procedure-texas.md,697f6dccbffabdd3e24edec896846b1ae21cb3e5b563a507a4c215f32541a8f1,,internal
NRG-RPT-GOLD-0032,HR Report — New York #32,report,HR,New York,1.0,approved,2026-03-06,,raw/2026/reports/032-report-new-york.md,75cef293e7849e9dbff518631c9b3f9768f8528c04652b2c7ef8576741e89fb4,,internal
NRG-RBK-GOLD-0033,Information Security Runbook — Florida #33,runbook,Information Security,Florida,1.0,approved,2026-04-07,,raw/2026/runbooks/033-runbook-florida.md,9c0d82c3201a044866b1d75376eec1548e2090f364f77f4aed5dc28b415ecd69,,internal
NRG-MAN-GOLD-0034,Data Engineering Manual — North Carolina #34,manual,Data Engineering,North Carolina,1.0,approved,2026-05-08,,raw/2026/manuals/034-manual-north-carolina.md,b4c4097564a90b05de62904ee7234790dde22ea9de46cdee76fc2db5a5a89d08,,internal
NRG-ANN-GOLD-0035,Cloud Operations Store Announcement — Illinois #35,store_announcement,Cloud Operations,Illinois,1.0,approved,2026-06-09,,raw/2026/announcements/035-store_announcement-illinois.md,174f6b63f8c473cfe092c3f8707cd02d8ed9d4ab43909850a0653a392b80b7ee,,internal
NRG-POL-GOLD-0036,Customer Experience Policy — Washington #36,policy,Customer Experience,Washington,1.0,approved,2026-01-10,,raw/2026/policies/036-policy-washington.md,0579cf049c4b2af8df2b732a5f588f32a2378ad4af9b5e930a0a7fd28d6e5624,,internal
NRG-SOP-GOLD-0037,Legal Procedure — Georgia #37,procedure,Legal,Georgia,1.0,approved,2026-02-11,,raw/2026/procedures/037-procedure-georgia.md,58d78bd9e8d69b4a854f0a26be3d483f9711c548d9e9dc432722d0c10f468811,,internal
NRG-RPT-GOLD-0038,Merchandising Report — Arizona #38,report,Merchandising,Arizona,1.0,approved,2026-03-12,,raw/2026/reports/038-report-arizona.md,f6c92acf98b5804281c46ca79a66013d73e15d078d2465dd5c2af00d665e015c,,internal
NRG-RBK-GOLD-0039,Marketing Runbook — Colorado #39,runbook,Marketing,Colorado,1.0,approved,2026-04-13,,raw/2026/runbooks/039-runbook-colorado.md,58aa10f2a2c6e375da66c67bfd9dd74841fd9ae199dcbcc4aa88fa519313c50c,,internal
NRG-MAN-GOLD-0040,Store Operations Manual — California #40,manual,Store Operations,California,1.0,approved,2026-05-14,,raw/2026/manuals/040-manual-california.md,98aac604a3a1f088cb3c47b0cf9cb751b8b3e0398529c29f0c8846f5448bbe5e,,internal
NRG-ANN-GOLD-0041,Compliance Store Announcement — Texas #41,store_announcement,Compliance,Texas,1.0,approved,2026-06-15,,raw/2026/announcements/041-store_announcement-texas.md,61a8b384c28b4455832282171a4dfde597b153357441a794cd8c3575c228f5a5,,internal
NRG-POL-GOLD-0042,Sales Policy — New York #42,policy,Sales,New York,1.0,approved,2026-01-16,,raw/2026/policies/042-policy-new-york.md,5b4393fe96d4a08142a8c1704c64e51ed52da517fe0ed7cb66c56d7b9bf014c6,,internal
NRG-SOP-GOLD-0043,Supply Chain Procedure — Florida #43,procedure,Supply Chain,Florida,1.0,approved,2026-02-17,,raw/2026/procedures/043-procedure-florida.md,7c939401cb8763a80ac528d9e6accf3eedc90be1f9d378b1a856753d04fe8c1b,,internal
NRG-RPT-GOLD-0044,Procurement Report — North Carolina #44,report,Procurement,North Carolina,1.0,approved,2026-03-18,,raw/2026/reports/044-report-north-carolina.md,efb4fd1e6d731dd1538869f717da831098ce91d26c31cb08c8762d643b7f4e24,,internal
NRG-RBK-GOLD-0045,Finance Runbook — Illinois #45,runbook,Finance,Illinois,1.0,approved,2026-04-19,,raw/2026/runbooks/045-runbook-illinois.md,13f2c30da3cacb8387960227a815df6e1e869c7cabead6507a7aa26c3b546e2d,,internal
NRG-MAN-GOLD-0046,HR Manual — Washington #46,manual,HR,Washington,1.0,approved,2026-05-20,,raw/2026/manuals/046-manual-washington.md,8a64362957d6d4c3524d6a1f6f34a1d9ce8ab26edbfbb484a1744fbb18dd22d3,,internal
NRG-ANN-GOLD-0047,Information Security Store Announcement — Georgia #47,store_announcement,Information Security,Georgia,1.0,approved,2026-06-21,,raw/2026/announcements/047-store_announcement-georgia.md,26ae01c2414a2a4534c93516e582b87956c3fd4807c4dd73f6542bdf2a16be14,,internal
NRG-POL-GOLD-0048,Data Engineering Policy — Arizona #48,policy,Data Engineering,Arizona,1.0,approved,2026-01-22,,raw/2026/policies/048-policy-arizona.md,e5a5f4184f01fb3a2ca0b1dfd3c7598979eb1fc20edc41489e438bb64ec6d0c3,,internal
NRG-SOP-GOLD-0049,Cloud Operations Procedure — Colorado #49,procedure,Cloud Operations,Colorado,1.0,approved,2026-02-23,,raw/2026/procedures/049-procedure-colorado.md,38623ff3193c8f4e2c136fb3c5c3b4b303297527602a22c3ba532c11df27ee4e,,internal
NRG-RPT-GOLD-0050,Customer Experience Report — California #50,report,Customer Experience,California,1.0,approved,2026-03-24,,raw/2026/reports/050-report-california.md,4e44fd5b07adb8022bde27cf706db566db5a3c6d1ae64d1c6e68ae198c36af4b,,internal
NRG-RBK-GOLD-0051,Legal Runbook — Texas #51,runbook,Legal,Texas,1.0,approved,2026-04-25,,raw/2026/runbooks/051-runbook-texas.md,8d1533f37c116dceb989fca95d3462533042025fa09636400de142c6ff6f3e8a,,internal
NRG-MAN-GOLD-0052,Merchandising Manual — New York #52,manual,Merchandising,New York,1.0,approved,2026-05-26,,raw/2026/manuals/052-manual-new-york.md,2f94e30bb2cd16574a32f32d77a291ef984e6c361ef0766d5f1b969762f599ea,,internal
NRG-ANN-GOLD-0053,Marketing Store Announcement — Florida #53,store_announcement,Marketing,Florida,1.0,approved,2026-06-27,,raw/2026/announcements/053-store_announcement-florida.md,18aadb8bd5c007217067ba76d29105e5ab35c905e27d4788932a888d9b00ea42,,internal
NRG-POL-GOLD-0054,Store Operations Policy — North Carolina #54,policy,Store Operations,North Carolina,1.0,approved,2026-01-01,,raw/2026/policies/054-policy-north-carolina.md,a6db4898c06f0ddcbc95e31535ecc99cf8a8cbd650792d069d2527c5fab8b1d0,,internal
NRG-SOP-GOLD-0055,Compliance Procedure — Illinois #55,procedure,Compliance,Illinois,1.0,approved,2026-02-02,,raw/2026/procedures/055-procedure-illinois.md,30347e9b99240f5434f443366ffe2ab3d35925828b42c21d7dceb8942bc61d8a,,internal
NRG-RPT-GOLD-0056,Sales Report — Washington #56,report,Sales,Washington,1.0,approved,2026-03-03,,raw/2026/reports/056-report-washington.md,dce65b2fa4fa64ea182b6ec7fda91387e188f5cc707b41fb348e7d7720863f4c,,internal
NRG-RBK-GOLD-0057,Supply Chain Runbook — Georgia #57,runbook,Supply Chain,Georgia,1.0,approved,2026-04-04,,raw/2026/runbooks/057-runbook-georgia.md,c7f0e29bf671b9cea41c818f7c05fbbf50cc0832cac74d7d7cd922493378d680,,internal
NRG-MAN-GOLD-0058,Procurement Manual — Arizona #58,manual,Procurement,Arizona,1.0,approved,2026-05-05,,raw/2026/manuals/058-manual-arizona.md,66d32d882295a20e62d13511788d2b80fc363536e9908803d5e61fd8232fdd92,,internal
NRG-ANN-GOLD-0059,Finance Store Announcement — Colorado #59,store_announcement,Finance,Colorado,1.0,approved,2026-06-06,,raw/2026/announcements/059-store_announcement-colorado.md,9426e727e4b37bc9ee3c1101e2a59d327dc4d0cb01f7d532821a263205f74030,,internal
NRG-POL-GOLD-0060,HR Policy — California #60,policy,HR,California,1.0,approved,2026-01-07,,raw/2026/policies/060-policy-california.md,cf8e8e78321ba61640575fc17a9145b283c069fb3a164d7519367235351ff10b,,internal
NRG-SOP-GOLD-0061,Information Security Procedure — Texas #61,procedure,Information Security,Texas,1.0,approved,2026-02-08,,raw/2026/procedures/061-procedure-texas.md,8b695fe35ac4b4ee346e3ede3a8656cbafcaea5176746b77c885a7e7111ee970,,internal
NRG-RPT-GOLD-0062,Data Engineering Report — New York #62,report,Data Engineering,New York,1.0,approved,2026-03-09,,raw/2026/reports/062-report-new-york.md,857d7b9cf3cff49159a9320a2ee76115ddde6af71a15a9f7a38ef56e67f7397b,,internal
NRG-RBK-GOLD-0063,Cloud Operations Runbook — Florida #63,runbook,Cloud Operations,Florida,1.0,approved,2026-04-10,,raw/2026/runbooks/063-runbook-florida.md,08a3764a2f89f8afedfb2065efc4571ed9516830217336956b784172fc60fc02,,internal
NRG-MAN-GOLD-0064,Customer Experience Manual — North Carolina #64,manual,Customer Experience,North Carolina,1.0,approved,2026-05-11,,raw/2026/manuals/064-manual-north-carolina.md,99efdeb29443e8fb28c41f9ef3d6db61f03a857e4dae5044d2b18ce39bed82ae,,internal
NRG-ANN-GOLD-0065,Legal Store Announcement — Illinois #65,store_announcement,Legal,Illinois,1.0,approved,2026-06-12,,raw/2026/announcements/065-store_announcement-illinois.md,aff876d27da8bd81a1b4930a7306fbb0d20339e65a58cdba321605bdd5224525,,internal
NRG-POL-GOLD-0066,Merchandising Policy — Washington #66,policy,Merchandising,Washington,1.0,approved,2026-01-13,,raw/2026/policies/066-policy-washington.md,dae2a28c429b95b32bf52e210f0676ab4ea4fecf0539d177d944dfedcfdea4ba,,internal
NRG-SOP-GOLD-0067,Marketing Procedure — Georgia #67,procedure,Marketing,Georgia,1.0,approved,2026-02-14,,raw/2026/procedures/067-procedure-georgia.md,7ea4094ea2844a0fd3b808275986fcdaf6a67b577d4207ca8268631cbb7956f0,,internal
NRG-RPT-GOLD-0068,Store Operations Report — Arizona #68,report,Store Operations,Arizona,1.0,approved,2026-03-15,,raw/2026/reports/068-report-arizona.md,dfcfc0e6c24d8fa5a5cdc77dcf7e00b1e2812d6d3e84e8699d00a529b491ce3a,,internal
NRG-RBK-GOLD-0069,Compliance Runbook — Colorado #69,runbook,Compliance,Colorado,1.0,approved,2026-04-16,,raw/2026/runbooks/069-runbook-colorado.md,bb177f2575463544459b30fc31965bfbf56bc91994395e7a0c1bc3abdfb21263,,internal
NRG-MAN-GOLD-0070,Sales Manual — California #70,manual,Sales,California,1.0,approved,2026-05-17,,raw/2026/manuals/070-manual-california.md,97177a62bd06cb07058208c2a6e66a1ffc46fc69cc877618db8cb030ecf22442,,internal
NRG-ANN-GOLD-0071,Supply Chain Store Announcement — Texas #71,store_announcement,Supply Chain,Texas,1.0,approved,2026-06-18,,raw/2026/announcements/071-store_announcement-texas.md,d5c49c32f9a04aada6fc9425f8a4484f2bc758cafe88b913a42282e0d7594d80,,internal
NRG-POL-GOLD-0072,Procurement Policy — New York #72,policy,Procurement,New York,1.0,approved,2026-01-19,,raw/2026/policies/072-policy-new-york.md,189add2c31e594eaeb8c936d0d1dcded02e6ce8eeab8ee61e5f228de74d7e49f,,internal
NRG-SOP-GOLD-0073,Finance Procedure — Florida #73,procedure,Finance,Florida,1.0,approved,2026-02-20,,raw/2026/procedures/073-procedure-florida.md,255af5c790f6ec5ae81078c06c7b50b0aadd72c7504b81f70089e94276369196,,internal
NRG-RPT-GOLD-0074,HR Report — North Carolina #74,report,HR,North Carolina,1.0,approved,2026-03-21,,raw/2026/reports/074-report-north-carolina.md,76b38eb9c1a8a6b63cfd5cf0edb520b1e2ba20f383a4ac08229fd986a3bfe533,,internal
NRG-RBK-GOLD-0075,Information Security Runbook — Illinois #75,runbook,Information Security,Illinois,1.0,approved,2026-04-22,,raw/2026/runbooks/075-runbook-illinois.md,3c9501edd734e676547082a54767affa16a0750578361591f49c3c9cffc65830,,internal
NRG-MAN-GOLD-0076,Data Engineering Manual — Washington #76,manual,Data Engineering,Washington,1.0,approved,2026-05-23,,raw/2026/manuals/076-manual-washington.md,72a7e045851c861b3d9c58bdd2747a22a59e4335198fd8f56233e3666f07b905,,internal
NRG-ANN-GOLD-0077,Cloud Operations Store Announcement — Georgia #77,store_announcement,Cloud Operations,Georgia,1.0,approved,2026-06-24,,raw/2026/announcements/077-store_announcement-georgia.md,a5a09ddacc5dae2842ce1d04b40ba10b904ad76090d58d87e188f1d5eecbdd07,,internal
NRG-POL-GOLD-0078,Customer Experience Policy — Arizona #78,policy,Customer Experience,Arizona,1.0,approved,2026-01-25,,raw/2026/policies/078-policy-arizona.md,184d13148bb690d56ec935bc941b48eb1cfd33b7f0b17e2a76caf9313a331247,,internal
NRG-SOP-GOLD-0079,Legal Procedure — Colorado #79,procedure,Legal,Colorado,1.0,approved,2026-02-26,,raw/2026/procedures/079-procedure-colorado.md,4e24e8cdd3d55052ffef50ad76599cf0ede3d84567c1dc0eda2a387345526160,,internal
NRG-RPT-GOLD-0080,Merchandising Report — California #80,report,Merchandising,California,1.0,approved,2026-03-27,,raw/2026/reports/080-report-california.md,3cd72a031176e1ead92d7b0929091cd21c588eeae9304de80d42bf7ac3606770,,internal
NRG-RBK-GOLD-0081,Marketing Runbook — Texas #81,runbook,Marketing,Texas,1.0,approved,2026-04-01,,raw/2026/runbooks/081-runbook-texas.md,7531d3948555583d8d87291b6aa7dca4a0b7a72dc7025bb8a0f7d16731ecf5fe,,internal
NRG-MAN-GOLD-0082,Store Operations Manual — New York #82,manual,Store Operations,New York,1.0,approved,2026-05-02,,raw/2026/manuals/082-manual-new-york.md,50706799c9ef9a366acbfdf86dfa6f612646ad72d9c29492e3159f70df5e25f9,,internal
NRG-ANN-GOLD-0083,Compliance Store Announcement — Florida #83,store_announcement,Compliance,Florida,1.0,approved,2026-06-03,,raw/2026/announcements/083-store_announcement-florida.md,7dbb37c1d5ef2df151fe34ff6d777d4650e5aab59b68b7cb17cd78bec7101eb1,,internal
NRG-POL-GOLD-0084,Sales Policy — North Carolina #84,policy,Sales,North Carolina,1.0,approved,2026-01-04,,raw/2026/policies/084-policy-north-carolina.md,dee7949cceb7f5d09ff7fc738b0d5ecca9c56f926234eebbcab075aadb2d7da3,,internal
NRG-SOP-GOLD-0085,Supply Chain Procedure — Illinois #85,procedure,Supply Chain,Illinois,1.0,approved,2026-02-05,,raw/2026/procedures/085-procedure-illinois.md,cb3d894154448785d5e243476f5ef109b3446d46757dbf93ab3ca6afc67e5ace,,internal
NRG-RPT-GOLD-0086,Procurement Report — Washington #86,report,Procurement,Washington,1.0,approved,2026-03-06,,raw/2026/reports/086-report-washington.md,56b5252d559d8939b6bef6f4abca9254a7ee562ea674a05fcd905251b60a47f4,,internal
NRG-RBK-GOLD-0087,Finance Runbook — Georgia #87,runbook,Finance,Georgia,1.0,approved,2026-04-07,,raw/2026/runbooks/087-runbook-georgia.md,d2ddcec60c724e3a39fffe8bf1d5c4eb00b0fb07ca20038b069ad65563a28876,,internal
NRG-MAN-GOLD-0088,HR Manual — Arizona #88,manual,HR,Arizona,1.0,approved,2026-05-08,,raw/2026/manuals/088-manual-arizona.md,cef1ee30ae52292d6b519f46db47e8c747782981d54f847c9329b462f63b2bcb,,internal
NRG-ANN-GOLD-0089,Information Security Store Announcement — Colorado #89,store_announcement,Information Security,Colorado,1.0,approved,2026-06-09,,raw/2026/announcements/089-store_announcement-colorado.md,8fd098e2dd04942c961513790d3c5fcde1b0be8ac3d0fb1768fcd0225d20a08b,,internal
NRG-POL-GOLD-0090,Data Engineering Policy — California #90,policy,Data Engineering,California,1.0,approved,2026-01-10,,raw/2026/policies/090-policy-california.md,396ffa4545f2c69b094d9f9103c174f3ba3d81ee0712b6c448da1d0070330758,,internal
NRG-SOP-GOLD-0091,Cloud Operations Procedure — Texas #91,procedure,Cloud Operations,Texas,1.0,approved,2026-02-11,,raw/2026/procedures/091-procedure-texas.md,b9ee56570bd098d54d1f83c5a814b6312dbd43b2ac8947251958139aadffeca3,,internal
NRG-RPT-GOLD-0092,Customer Experience Report — New York #92,report,Customer Experience,New York,1.0,approved,2026-03-12,,raw/2026/reports/092-report-new-york.md,be96242585b6d9b1020df37ba2438712a86cf18185a1d416fa6bf1bc32dcc8ea,,internal
NRG-RBK-GOLD-0093,Legal Runbook — Florida #93,runbook,Legal,Florida,1.0,approved,2026-04-13,,raw/2026/runbooks/093-runbook-florida.md,000e2a1d96b940260f708b96b190c8347fd0962de163f7166c6a70ca2d75a87a,,internal
NRG-MAN-GOLD-0094,Merchandising Manual — North Carolina #94,manual,Merchandising,North Carolina,1.0,approved,2026-05-14,,raw/2026/manuals/094-manual-north-carolina.md,155819e85da25b0802df7d45f4ef5bd2bfdb68ac2cad7083012597864b0ac9d2,,internal
NRG-ANN-GOLD-0095,Marketing Store Announcement — Illinois #95,store_announcement,Marketing,Illinois,1.0,approved,2026-06-15,,raw/2026/announcements/095-store_announcement-illinois.md,21542bcf279736819e3e1c910431891b2de8b912508e4045f360fe2e72fd0b33,,internal
NRG-POL-GOLD-0096,Store Operations Policy — Washington #96,policy,Store Operations,Washington,1.0,approved,2026-01-16,,raw/2026/policies/096-policy-washington.md,02d7c87c3f4a08a87afacda3e5c0ce80c9c7b87a689703580e83d7da3e3c7ae2,,internal
NRG-SOP-GOLD-0097,Compliance Procedure — Georgia #97,procedure,Compliance,Georgia,1.0,approved,2026-02-17,,raw/2026/procedures/097-procedure-georgia.md,d358ac0861509de3c032e8a17868b05ad2bea7b9c6eb69cf6abce3e0869d22cb,,internal
NRG-RPT-GOLD-0098,Sales Report — Arizona #98,report,Sales,Arizona,1.0,approved,2026-03-18,,raw/2026/reports/098-report-arizona.md,e58073ccb99d5bb309ab911429940b8b18650b5a89080a92e277f5d619f32e71,,internal
NRG-RBK-GOLD-0099,Supply Chain Runbook — Colorado #99,runbook,Supply Chain,Colorado,1.0,approved,2026-04-19,,raw/2026/runbooks/099-runbook-colorado.md,1fd07e36a97e02ed447caa9b237c7f9dfa9f2f86eca9898baa148c14873435bd,,internal
